Container_ID,Declaration_Date (YYYY-MM-DD),Declaration_Time,Trade_Regime (Import / Export / Transit),Origin_Country,Destination_Port,Destination_Country,HS_Code,Importer_ID,Exporter_ID,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours
99343212,2020-01-02,18:32:12,Import,CN,PORT_16,TT,732690,LDUEBK6,8PDKYER,99.0,66.0,64.693,LINE_MODE_10,33.6
99562790,2020-01-02,07:39:50,Import,SE,PORT_40,RS,901839,MQF0P6B,BCTIFJS,1630.5,5.0,5.206,LINE_MODE_40,67.9
58095731,2020-01-02,09:38:11,Import,JP,PORT_40,BG,950631,MQ8UVBH,7G104PH,12975.0,30.0,29.871,LINE_MODE_40,37.9
72377348,2020-01-02,22:57:08,Import,CN,PORT_40,CR,950300,KZQQLLU,YZLV2C4,196480.0,1600.0,1619.52,LINE_77BN4M,48.7
38958183,2020-01-02,23:31:03,Import,JP,PORT_20,TT,392690,TJ0SUA2,E0OSKO6,0.3,0.5,0.485,LINE_MODE_10,26.7
26613376,2020-01-02,04:52:16,Import,CN,PORT_40,RS,611030,L47OGO7,MU7NSIW,5837.12,62.9,62.787,LINE_MWIDNS,39.5
46835605,2020-01-02,19:33:25,Import,CH,PORT_20,IR,910219,S0XK6J5,X3S3PP4,315.54,0.1,0.101,LINE_MODE_10,52.4
37738859,2020-01-02,07:44:59,Import,CN,PORT_30,ZZ,901910,OT1NUHM,REPR4IS,946.4,182.0,187.769,LINE_MODE_40,61.6
48558371,2020-01-02,08:22:11,Import,ID,PORT_20,SV,401699,K69MR49,H40BV8D,126428.5,6985.0,6815.264,LINE_MODE_10,30.7
93938093,2020-01-02,23:02:53,Import,DE,PORT_40,PY,842199,U71WUN6,6QOKZS1,319.0,55.0,53.058,LINE_MODE_40,17.4
93098019,2020-01-02,19:57:39,Import,TH,PORT_20,IL,853641,64IKMJ1,OZB7KED,16053.75,1284.3,1222.268,LINE_MODE_10,14.8
79556341,2020-01-02,06:15:01,Import,CN,PORT_20,MN,91011,VZ8JFY8,39N2UXR,4512000.0,24000.0,24976.8,LINE_MODE_10,73.6
78991990,2020-01-02,18:53:10,Import,JP,PORT_20,KE,350691,OS43ICR,HV1AB1L,310.22,0.2,0.208,LINE_MODE_10,73.9
27310746,2020-01-02,01:55:06,Import,CN,PORT_40,SD,392690,CGN27K6,P9HG2N4,302.4,504.0,485.453,LINE_MODE_40,16.4
92210701,2020-01-02,17:21:01,Import,VN,PORT_20,PL,845150,PMEDQJ8,E44MM7Y,601200.0,1800.0,1729.26,LINE_MODE_10,20.8
19036276,2020-01-02,00:07:16,Import,NL,PORT_40,OM,392690,3GQAOA4,7TKBH6M,18.96,0.6,0.629,LINE_MODE_40,6.5
55100851,2020-01-02,07:03:31,Import,CN,PORT_20,CR,71080,S2VGP2T,8QESJW5,31824000.0,120000.0,124284.0,LINE_MODE_10,70.3
39065187,2020-01-02,15:38:27,Import,CN,PORT_20,RS,210390,KYY9NKU,AVOO0AW,486000.0,18000.0,17418.6,LINE_MODE_40,19.4
21827031,2020-01-02,13:39:51,Import,US,PORT_20,MT,330499,C2NJUKR,LX077P8,43447.71,162.3,169.717,LINE_W6UCD9,10.9
26076545,2020-01-02,19:49:05,Import,IT,PORT_40,NG,640399,2Z2POPJ,MSX9L0Y,1257.0,5.0,5.194,LINE_MODE_40,66.2
27008836,2020-01-02,06:43:16,Import,CN,PORT_40,MN,382499,5C2RPY6,DH4O31M,125000.0,10000.0,9038.6,LINE_MODE_10,21.7
55933132,2020-01-02,02:50:52,Import,SG,PORT_40,BG,732690,M1KRMOQ,LSITAA8,0.6,0.4,0.408,LINE_MODE_10,60.0
43497534,2020-01-02,03:02:54,Import,FR,PORT_20,MG,300630,KHZY7FK,QXPOJKV,1097.02,0.2,0.181,LINE_MODE_10,22.3
74776612,2020-01-02,05:08:52,Import,CN,PORT_40,WS,540761,E0BIR2P,PF1L1IG,16722.2,691.0,677.318,LINE_MODE_40,27.6
14935873,2020-01-02,15:19:13,Import,CN,PORT_120,ZZ,293139,L31A15G,584WE73,870300.0,1500.0,1462.05,LINE_KJ8YGQ,30.0
89262639,2020-01-02,14:34:39,Import,CN,PORT_40,CA,610910,5KVVCF1,5PDPMM1,624.0,40.0,42.717,LINE_MODE_40,115.8
42185163,2020-01-02,03:54:03,Import,CN,PORT_40,HU,940161,BSUHCD2,HV1AB1L,83797.6,5513.0,5401.086,LINE_MODE_40,27.3
55295049,2020-01-02,01:08:09,Import,CN,PORT_40,MT,70320,MV2TS4B,2162JQU,11649600.0,48000.0,47361.6,LINE_MODE_10,37.9
15510874,2020-01-02,19:38:34,Import,ES,PORT_30,PG,711311,ZG0M4ST,0XNKP0S,29.05,0.1,0.114,LINE_MODE_10,46.8
92700589,2020-01-02,14:13:49,Import,CN,PORT_40,LV,960310,JKWLP5F,7J9O5M7,8100.0,20.0,20.334,LINE_MODE_40,51.7
44059036,2020-01-02,06:53:16,Import,JP,PORT_16,LR,711719,IIX3C8X,CCZWU53,15.6,0.5,0.452,LINE_MODE_10,21.7
38614674,2020-01-02,02:41:54,Import,CN,PORT_16,GG,391810,PWNE9N4,6LCB8O7,21117753.6,108019.2,123340.643,LINE_MODE_10,46.8
73148389,2020-01-02,15:03:49,Import,CN,PORT_13,CA,551512,M5KYBBQ,BDHIVEX,1007.5,775.0,787.942,LINE_MODE_10,57.7
69898565,2020-01-02,20:36:05,Import,IT,PORT_40,JP,392410,GVRV184,8Y1PKR0,83.86,59.9,61.619,LINE_MODE_10,65.6
35185413,2020-01-02,09:31:33,Import,US,PORT_20,BR,382200,2Q61RC8,GFE4F5Y,20007.0,5.0,5.023,LINE_MODE_40,43.8
81166116,2020-01-02,15:44:36,Import,KR,PORT_30,OM,730721,ABC5TTW,6Y7C50F,2210.0,34.0,35.575,LINE_MODE_10,108.1
60596783,2020-01-02,07:34:23,Import,CN,PORT_20,BG,850511,H8JRSLI,MHL4F2V,5399.2,34.0,32.97,LINE_MODE_10,26.7
97788341,2020-01-02,01:21:41,Import,CN,PORT_20,MN,71080,P1TZXEU,UQT91IP,14073600.0,48000.0,49953.6,LINE_MODE_10,73.6
82390812,2020-01-02,13:32:12,Import,CN,PORT_16,HN,392690,E970KIJ,GGEFVY8,270.0,450.0,441.09,LINE_MODE_10,33.6
17795503,2020-01-02,03:39:43,Import,JP,PORT_140,PL,390710,SOJIKWS,YHJZ6P7,66898.0,332.0,335.22,LINE_MODE_10,53.1
43947541,2020-01-02,18:55:01,Import,CN,PORT_30,LB,71080,9ISMYBS,R4ZGF06,25194000.0,95000.0,101300.4,LINE_MODE_40,114.8
77786590,2020-01-02,12:03:10,Import,CN,PORT_30,MN,900211,EKTUG9G,RZM2Z77,2518.14,0.3,0.312,LINE_MODE_10,73.9
73776041,2020-01-02,07:16:41,Import,RU,PORT_20,ZZ,400231,O6A9WFE,3AUYF9E,196669620.0,204120.0,202221.684,LINE_MODE_10,40.6
82760341,2020-01-02,08:15:01,Import,US,PORT_30,OM,390230,BNKZU99,QU5WXTF,715400.0,3500.0,3642.45,LINE_MODE_10,73.6
34402386,2020-01-02,03:49:06,Import,CN,PORT_30,GU,850440,GGYZ5JZ,0IYY5O6,5907.8,27.1,28.271,LINE_MODE_10,75.2
11945430,2020-01-02,00:10:30,Import,CN,PORT_20,AT,620453,COVEFBY,3T5GEL3,2280.0,57.0,58.208,LINE_MODE_10,60.7
84170957,2020-01-02,04:21:17,Import,CN,PORT_40,IR,460211,O3T6YR6,INKZ5TX,1244.4,3.0,3.161,LINE_MODE_10,112.6
14511374,2020-01-02,04:40:14,Import,DE,PORT_20,PY,940389,FT3RAPQ,EBAHJLA,128.44,16.9,17.731,LINE_MODE_10,13.2
24359899,2020-01-02,08:42:19,Import,TW,PORT_20,NG,853340,AI1JGDK,37OCYAL,2302.5,1.0,1.182,LINE_MODE_10,56.3
86232348,2020-01-02,18:13:48,Import,JP,PORT_40,SV,950631,AV73P2C,0LWHLAN,25085.0,58.0,58.708,LINE_MWIDNS,48.7
10957814,2020-01-02,01:34:14,Import,RU,PORT_40,ZZ,210690,J37IKI5,DWNJQL8,82882.8,655.2,686.597,LINE_MWIDNS,103.1
54764652,2020-01-02,11:36:12,Import,CN,PORT_12,MG,392690,7TXA94X,GTTZC39,141984.0,1160.0,1054.974,LINE_B12OMY,11.0
29865321,2020-01-02,04:31:21,Import,JP,PORT_40,TH,880330,GSRPMYQ,ZBFN1VW,141492.78,59.8,56.852,LINE_MODE_40,8.2
40101451,2020-01-02,16:33:31,Import,NL,PORT_20,ZZ,851810,LASEQ2U,1CN7YRL,709.6,4.0,4.143,LINE_MODE_10,70.3
37260544,2020-01-02,07:13:04,Import,DE,PORT_20,NG,870323,ETFXTYP,S68QCAE,20127.5,2075.0,2468.918,LINE_MODE_10,93.8
23751881,2020-01-02,07:40:41,Import,US,PORT_10,CA,732690,D37MMAC,0H0CD3P,1.5,1.0,0.971,LINE_MODE_10,27.4
49200345,2020-01-02,13:45:45,Import,CN,PORT_121,UZ,700719,2GP42KA,O9KP52G,745.6,32.0,33.238,LINE_MODE_10,72.2
78420622,2020-01-02,15:22:22,Import,CN,PORT_13,HN,200899,N3BAC1Z,H1NXRII,961605.0,22950.0,23528.34,LINE_EIZP3I,63.3
93225831,2020-01-02,22:39:51,Import,GB,PORT_20,GN,701400,VHKN6JF,X89KW4V,21231.0,4.5,4.706,LINE_MODE_10,10.9
31625754,2020-01-02,13:19:54,Import,JP,PORT_20,LV,610910,P1Z8YE9,YRBDV0L,18.72,1.2,1.151,LINE_MODE_40,13.8
58991766,2020-01-02,14:12:06,Import,KR,PORT_80,SI,852869,NPFGI4O,RCUOKCG,7989.0,30.0,27.431,LINE_LC6XBR,13.0
10681065,2020-01-02,17:57:45,Import,TW,PORT_13,ES,853710,ZCP3HAI,4WSXDSK,51.6,2.0,1.793,LINE_MODE_10,31.2
